,expediente,tipo de contrato,estado,importe,fechas,organo de contratacion
456,"861/2020/86
Suministro de chalecos de protección personal para la policía local, ante amenazas de arma blanca y arma de fuego.","Suministros
Adquisición",Resuelta,"172.314,05","Publicación PLACSP:
Adjudicación:02/06/2021
Formalización:06/07/2021",Junta de Gobierno del Ayuntamiento de A Coruña
457,"521/2020/703
Servicio de mantenimiento, conservación y reparación de pavimentos de acera y áreas peatonales de la ciudad, así como mantenimiento del mobiliario urbano. ZONA NORTE","Servicios
Servicios de mantenimiento y reparación",Resuelta,"1.652.892,55","Publicación PLACSP:
Adjudicación:02/06/2021
Formalización:02/07/2021",Junta de Gobierno del Ayuntamiento de A Coruña
458,"521/2020/710
Contratación, por procedimiento abierto con diversos criterios de valoración, del servicio de mantenimiento, conservación y reparación de desperfectos en la red de saneamiento.","Servicios
Servicios de mantenimiento y reparación",Resuelta,"1.652.892,55","Publicación PLACSP:
Adjudicación:02/06/2021
Formalización:02/07/2021",Junta de Gobierno del Ayuntamiento de A Coruña
459,"CI1/2021/47
Instalación, alquiler y mantenimiento de las casetas y carpa para el Salón Internacional del Cómic “Viñetas desde o Atlántico”.","Suministros
Alquiler",Resuelta,"14.876,03","Publicación PLACSP:
Adjudicación:21/06/2021
Formalización:30/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
460,"238/2021/18
Procedimiento simplificado abreviado para el servicio de campamento urbano juvenil para el periodo vacacional estival del verano 2021","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"16.429,16","Publicación PLACSP:
Adjudicación:23/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
461,"521/2021/245
Suministro de energía eléctrica renovable en baja y media tensión del Ayuntamiento de A Coruña Excepto los suministros de alumbrado Público","Suministros
Adquisición",Resuelta,"2.412.536,37","Publicación PLACSP:
Adjudicación:16/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
462,"521/2021/221
suministro de energía eléctrica renovable del alumbrado público del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"919.876,30","Publicación PLACSP:
Adjudicación:16/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
463,"525/2020/29
Concesión demanial del kiosco – bar - cafetería con terraza denominado Copacabana, sito en los jardines de Méndez Núñez",Administrativo especial,Adjudicada,"0,00","Publicación PLACSP:
Adjudicación:16/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
464,"AD0/2021/7
Procedimiento abierto simplificado abreviado para contratar el mantenimiento del ascensor situado en el edificio de los servicios económicos de la calle Franja, 20","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"750,52","Publicación PLACSP:
Adjudicación:21/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
465,"510/2021/4
Procedimiento abierto simplificado abreviado para contratar el servicio de animación y dinamización en zonas comerciales durante el período navideño 2021","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"29.781,86","Publicación PLACSP:
Adjudicación:21/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
466,"211/2021/70
Servicio de desarrollo y gestión de los campamentos deportivos municipales de verano año 2021","Servicios
Servicios de esparcimiento, culturales y deportivos",Resuelta,"125.189,77","Publicación PLACSP:
Adjudicación:20/05/2021
Formalización:17/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
467,"230/2020/192
Obras incluidas en el proyecto de reparación de las fachadas del Aquarium Finisterrae","Obras
Otras construcciones especializadas",Resuelta,"71.037,40","Publicación PLACSP:
Adjudicación:25/05/2021
Formalización:15/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
468,"211/2021/394
Servicio para la Organización del Campeonato de España de Triatlón por Clubes, Campeonato de España de Triatlón por relevos mixtos, Campeonato de España de Triatlón por relevos mixtos de Talentos y Copa del Mundo de Paratriatlón en la Ciudad de A Coruña.","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"139.361,82","Publicación PLACSP:
Adjudicación:11/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
469,"631/2020/180
Redacción de los documentos técnicos necesarios para la tramitación de una modificación puntual del Plan General Ordenación Municipal (PGOM) 2013 de A Coruña en el ámbito del Area de Planeamiento Incorporado (API) S-35 “Ría del Burgo”","Servicios
Servicios de consultores de dirección y servicios conexos",Resuelta,"134.321,41","Publicación PLACSP:
Adjudicación:13/05/2021
Formalización:14/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
470,"521/2020/493
Procedimiento simplificado abreviado para la ejecución de las obras descritas en el proyecto de ejecución de aceras en la Avenida de San Cristóbal entre O Birloque y Matogrande. Presupuestos participativos 2018","Obras
Construcción",Adjudicada,"72.569,61","Publicación PLACSP:
Adjudicación:09/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
471,"A31/2020/54
Suministro de elementos complementarios TIC de puesto de trabajo del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"73.553,72","Publicación PLACSP:
Adjudicación:07/05/2021
Formalización:09/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
472,"861/2018/190
Suministro, instalación e integración del sistema CCTV de determinados edificios/instalaciones municipales del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"74.375,83","Publicación PLACSP:
Adjudicación:31/05/2021
Formalización:09/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
473,"105/2021/271
Procedimiento Simplificado Abreviado para el renting de una furgoneta mixta de carga y 5 pasajeros para el Área de Igualdad, Bienestar Social y Participación","Suministros
Alquiler",Resuelta,"10.296,12","Publicación PLACSP:
Adjudicación:03/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
474,"211/2021/432
Servicio de organización del campeonato de España individual y por federaciones autonómicas “II Trofeo Cidade da Coruña de Marcha Nórdica”","Servicios
Servicios de esparcimiento, culturales y deportivos",Resuelta,"19.864,00","Publicación PLACSP:
Adjudicación:02/06/2021
Formalización:03/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
475,"211/2021/469
Prestación de servicios de la Federación Galega de Atletismo para la organización del del “XXXIV Gran Premio Internacional de Marcha Cantones De A Coruña 2021 –TROFEO SERGIO VÁZQUEZ” en la ciudad de A Coruña.","Servicios
Servicios de esparcimiento, culturales y deportivos",Resuelta,"80.570,38","Publicación PLACSP:
Adjudicación:03/06/2021
Formalización:03/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
476,"521/2020/245
Servicio para el mantenimiento, conservación y reposición de áreas infantiles, áreas biosaludables y espacios lúdicos urbanos del Ayuntamiento de A Coruña","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"826.268,82","Publicación PLACSP:
Adjudicación:02/06/2021",Junta de Gobierno del Ayuntamiento de A Coruña
477,"244/2021/76
Procedimiento simplificado abreviado para la organización y ejecución del programa educativo Escuela de Verano 2021 de la OMIC de A Coruña, para fomentar el consumo responsable de los y las menores y facilitar la conciliación de la vida familiar","Servicios
Servicios de educación y formación profesional",Adjudicada,"17.292,34","Publicación PLACSP:
Adjudicación:28/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
478,"861/2020/122
Servicio de mantenimiento y reparación integral de los vehículos de la Policía Local de A Coruña","Servicios
Servicios de mantenimiento y reparación",Resuelta,"66.115,70","Publicación PLACSP:
Adjudicación:20/04/2021
Formalización:27/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
479,"A31/2021/12
Mantenimiento de la aplicación de gestión de bibliotecas.","Servicios
Servicios de informática y servicios conexos",Adjudicada,"13.346,00","Publicación PLACSP:
Adjudicación:24/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
480,"851/2020/100
Suministro de bicicletas, puestos de anclaje, sistemas tic y software de gestión para el servicio de bicicletas de uso público del Ayuntamiento de La Coruña cofinanciado en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Eje 12 de Desarrollo Urbano del Programa Operativo Plurirregional de España","Suministros
Adquisición",Resuelta,"1.481.016,53","Publicación PLACSP:
Adjudicación:07/04/2021
Formalización:22/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
481,"106/2020/60
Servicio de mantenimiento básico y reparación de edificios, viviendas y locales patrimoniales de titularidad del ayuntamiento de A Coruña","Servicios
Servicios de mantenimiento y reparación",Resuelta,"108.093,45","Publicación PLACSP:
Adjudicación:09/04/2021
Formalización:21/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
482,"105/2020/10583
Servicio de campamentos de menores, de verano y Navidad, por lotes","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"610.397,20","Publicación PLACSP:
Adjudicación:19/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
483,"106/2020/92
Servicio para la redacción del proyecto constructivo y la dirección facultativa de las obras de reurbanización del ARI Grupo de viviendas María Pita-Labañou, Fase 1","Servicios
Servicios de arquitectura; servicios de ingeniería y servicios integrados de ingeniería; servicios de planificación urbana y servicios de arquitectura paisajista. Servicios conexos de consultores en ciencia y tecnología. Servicios de ensayos y anílisis técnicos",Resuelta,"25.654,68","Publicación PLACSP:
Adjudicación:04/05/2021
Formalización:18/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
484,"111/2019/48
Obras comprendidas en el proyecto de “Instalación de Climatización en Edificio Infraestructuras y adecuación de Instalación Eléctrica y de Telecomunicaciones en Planta 3ª”","Obras
Otras construcciones especializadas",Resuelta,"225.015,30","Publicación PLACSP:
Adjudicación:29/04/2021
Formalización:14/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
485,"238/2020/150
Obras comprendidas en el proyecto de “Ventilación de las naves del Metrosidero”","Obras
Otras instalaciones de edificios y obras",Resuelta,"148.293,70","Publicación PLACSP:
Adjudicación:29/04/2021
Formalización:06/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
486,"541/2018/1600
Servicio de inhumación de personas sin recursos económicos en el término municipal de A Coruña","Servicios
Otros servicios",Resuelta,"16.528,93","Publicación PLACSP:
Adjudicación:08/11/2018
Formalización:05/12/2018",Junta de Gobierno del Ayuntamiento de A Coruña
487,"A31/2020/56
Suministro de equipamiento para el puesto de trabajo digital del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"123.966,94","Publicación PLACSP:
Adjudicación:25/03/2021
Formalización:03/05/2021",Junta de Gobierno del Ayuntamiento de A Coruña
488,"000/2020/124
Servicio de auditoría externa para el seguimiento económico y de gestión del proyecto Eidus Coruña, cofinanciado en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER)","Servicios
Servicios de consultores de dirección y servicios conexos",Resuelta,"40.840,80","Publicación PLACSP:
Adjudicación:20/04/2021
Formalización:30/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
489,"521/2020/621
Humanización de la calle Alcalde Abella","Obras
Otras construcciones especializadas",Resuelta,"231.700,89","Publicación PLACSP:
Adjudicación:15/04/2021
Formalización:30/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
490,"541/2021/48
Procedimiento simplificado abreviado para el arrendamiento por la modalidad de renting de 2 vehículos con destino al Servicio de Medio Ambiente","Suministros
Alquiler",Adjudicada,"6.446,28","Publicación PLACSP:
Adjudicación:27/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
491,"211/2019/702
Procedimiento simplificado abreviado para la ejecución de las obras descritas en el proyecto de conservación y mantenimiento de cubierta en zona de vestuarios del CD La Torre","Obras
Construcción de cubiertas y estructuras de cerramiento",Adjudicada,"62.835,11","Publicación PLACSP:
Adjudicación:26/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
492,"521/2020/154
Servicio de mantenimiento, conservación y reparación de los pavimentos de aceras y áreas peatonales de la Zona Sur de la ciudad que sean de titularidad municipal (o de otras Administraciones Públicas cuando así venga establecido en el correspondiente convenio), así como el mantenimiento del mobiliario urbano instalado en estos espacios","Servicios
Servicios de mantenimiento y reparación",Resuelta,"1.652.892,55","Publicación PLACSP:
Adjudicación:10/03/2021
Formalización:27/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
493,"527/2020/80
Servicio de asistencia técnica para el programa “Coruña innovación y mejora empresarial” (CIME)","Servicios
Servicios de consultores de dirección y servicios conexos",Resuelta,"78.934,34","Publicación PLACSP:
Adjudicación:15/04/2021
Formalización:26/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
494,"AD0/2020/52
Suministro, por lotes, de agua mineral natural envasada y vasos desechables para las oficinas de diversos edificios municipales del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"12.831,22","Publicación PLACSP:
Adjudicación:15/04/2021
Formalización:26/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
495,"521/2018/977
Obras comprendidas en el proyecto “Área biosaludable para niños y mayores. Distrito V. San Vicente de Elviña”","Obras
Otras construcciones especializadas",Resuelta,"161.889,62","Publicación PLACSP:
Adjudicación:16/04/2021
Formalización:23/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
496,"541/2021/287
Procedimiento simplificado abreviado para la contratación de Alquiler, Montaje, Desmontaje y Mantenimiento del vallado para control aforo (COVID-19) en las playas para temporada de baño 2021","Suministros
Alquiler",Adjudicada,"23.637,60","Publicación PLACSP:
Adjudicación:21/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
497,"105/2020/1496
Obras de “Reforma integral del Centro Asociativo Domingo García Sabell” cofinanciado en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Programa Operativo Plurirregional de España 2014-2020 (antes POCS)","Obras
Construcción",Resuelta,"514.602,87","Publicación PLACSP:
Adjudicación:07/04/2021
Formalización:19/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
498,"521/2020/265
Ejecución de las obras contenidas en el proyecto denominado “Proyecto de acceso peatonal al polígono de Pocomaco desde el Birloque”, cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020","Obras
Construcción",Resuelta,"333.374,65","Publicación PLACSP:
Adjudicación:07/04/2021
Formalización:19/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
499,"831/2018/114
Suministro de doce lotes de equipos de protección individual para el SEIS","Suministros
Adquisición",Parcialmente Resuelta,"298.290,08","Publicación PLACSP:
Adjudicación:21/01/2021
Formalización:18/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
500,"521/2020/492
Obras comprendidas en el proyecto de “Reurbanización de la calle Pintor Joaquín Vaamonde”","Obras
Construcción",Resuelta,"163.007,31","Publicación PLACSP:
Adjudicación:09/04/2021
Formalización:15/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
501,"211/2020/715
Suministro de prendas deportivas para la Concejalía de Deportes del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"53.076,60","Publicación PLACSP:
Adjudicación:10/03/2021
Formalización:08/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
502,"GEY/2020/77
Servicio de celaduría y otros servicios complementarios en dos de los archivos del Ayuntamiento de A Coruña","Servicios
Otros servicios",Adjudicada,"26.312,44","Publicación PLACSP:
Adjudicación:18/03/2021",Junta de Gobierno del Ayuntamiento de A Coruña
503,"521/2017/128
Recogida de Pluviales entre Juan Flórez y la Plaza de Orense","Obras
Otras construcciones especializadas",Resuelta,"325.973,25","Publicación PLACSP:
Adjudicación:10/03/2021
Formalización:05/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
504,"541/2018/1317
Prestación del servicio de contenerización, recogida y transporte de residuos urbanos en la ciudad de A Coruña, que incorpora medidas sociales y ambientales.","Servicios
Servicios de alcantarillado y eliminación de desperdicios: servicios de saneamiento y servicios similares",Resuelta,"13.647.538,97","Publicación PLACSP:
Adjudicación:07/02/2020
Formalización:02/04/2021",Junta de Gobierno del Ayuntamiento de A Coruña
505,"CI1/2020/468
Procedimiento abierto simplificado abreviado para contratar el suministro de publicaciones (libros, audiovisuales y otras publicaciones) para el Archivo Histórico Municipal","Suministros
Adquisición",Adjudicada,"1.394,24","Publicación PLACSP:
Adjudicación:25/03/2021",Junta de Gobierno del Ayuntamiento de A Coruña
506,"521/2020/721
Reurbanización calle Cultura y Pintor Francisco Llorens","Obras
Construcción",Resuelta,"373.000,68","Publicación PLACSP:
Adjudicación:10/03/2021
Formalización:25/03/2021",Junta de Gobierno del Ayuntamiento de A Coruña
507,"541/2021/78
Mantenimiento de los sistemas de gestión de la calidad, medio ambiente y energía del servicio de medio ambiente del Ayuntamiento de A Coruña y sus certificaciones, así como describir los trabajos a realizar y definir las condiciones y criterios técnicos que han de servir de base para la aceptación y recepción de los trabajos por parte del Ayuntamiento de A Coruña","Servicios
Servicios de contabilidad, auditoría y teneduría de libros",Publicada,"21.487,60",,Junta de Gobierno del Ayuntamiento de A Coruña
508,"620/2020/26
Demolición de viviendas en Lugar de San José","Obras
Demolición de inmuebles y movimientos de tierras",Resuelta,"219.183,48","Publicación PLACSP:
Adjudicación:10/03/2021
Formalización:24/03/2021",Junta de Gobierno del Ayuntamiento de A Coruña
509,"236/2021/46
Servicio público municipal de educación infantil en las escuelas infantiles Agra del Orzan, O Castrillón, Os Cativos y Los Rosales perteneciente a la Red de Escuelas Infantiles del Ayuntamiento de A Coruña","Servicios
Servicios de educación y formación profesional",Anuncio Previo,"1.476.477,98",,Junta de Gobierno del Ayuntamiento de A Coruña
510,"A31/2021/17
Contratación por lotes del servicio de soporte integral de la red de datos corporativa","Servicios
Servicios de informática y servicios conexos",Anuncio Previo,"205.851,24",,Junta de Gobierno del Ayuntamiento de A Coruña
511,"521/2020/851
Obras comprendidas en el proyecto de reurbanización y humanización de la calle Rafael Bárez","Obras
Otras construcciones especializadas",Resuelta,"544.463,64","Publicación PLACSP:
Adjudicación:10/03/2021
Formalización:17/03/2021",Junta de Gobierno del Ayuntamiento de A Coruña
512,"106/2020/79
Servicio técnico de redacción del proyecto constructivo, la dirección facultativa y la coordinación de seguridad y salud de las obras de “Reurbanización de la calle de San Andrés”, que abarcará el tramo entre la Plaza de Pontevedra y la calle Pórtico de San Andrés","Servicios
Servicios de consultores de dirección y servicios conexos",Resuelta,"98.456,28","Publicación PLACSP:
Adjudicación:24/02/2021
Formalización:09/03/2021",Junta de Gobierno del Ayuntamiento de A Coruña
513,"527/2020/63
Servicio de dinamización comercial","Servicios
Servicios de publicidad",Resuelta,"32.942,56","Publicación PLACSP:
Adjudicación:01/02/2021
Formalización:09/03/2021",Junta de Gobierno del Ayuntamiento de A Coruña
514,"521/2017/236
Obras comprendidas en el proyecto de “saneamiento separativo en la calle Helsinki POS Adicional 2/2020”,","Obras
Otros acabados de edificios y obras",Resuelta,"119.256,82","Publicación PLACSP:
Adjudicación:30/12/2020
Formalización:22/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
515,"CI1/2019/225
Contratación, por lotes, del servicio de transporte y montaje del personal y material de la Banda Municipal para la realización de actuaciones de la Banda Municipal de Música de A Coruña","Servicios
Servicios de transporte por vía terrestre, incluidos los servicios de furgones blindados y servicios de mensajería, excepto el transporte de correo",Resuelta,"44.049,58","Publicación PLACSP:
Adjudicación:15/12/2020
Formalización:17/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
516,"525/2020/46
Concesión demanial del uso del sótano del Mercado de San Agustín, con destino a supermercado",Administrativo especial,Adjudicada,"0,00","Publicación PLACSP:
Adjudicación:12/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
517,"CI1/2020/151
Adquisición e instalación de la escultura denominada “Sardina” del autor Miguel Couto","Servicios
Otros servicios",Resuelta,"48.000,00","Publicación PLACSP:
Adjudicación:02/02/2021
Formalización:15/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
518,"237/2020/121
Procedimiento simplificado abreviado para el suministro de alimentos y otros productos de limpieza y de aseo personal, así como su transporte, destinados a la red de acogida municipal durante los años 2020-2021","Suministros
Alquiler",Adjudicada,"26.446,28","Publicación PLACSP:
Adjudicación:12/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
519,"106/2018/198
Servicio de asistencia técnica para la redacción del Plan Director de Rehabilitación Integrada del Barrio de las Flores","Servicios
Servicios de arquitectura; servicios de ingeniería y servicios integrados de ingeniería; servicios de planificación urbana y servicios de arquitectura paisajista. Servicios conexos de consultores en ciencia y tecnología. Servicios de ensayos y anílisis técnicos",Resuelta,"146.881,31","Publicación PLACSP:
Adjudicación:09/12/2020
Formalización:12/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
520,"AD0/2020/22
Elaboración y desarrollo del plan de medios y difusión publicitaria de las campañas de publicidad y comunicación institucional y otras acciones comunicativas institucionales puntuales y elaboración de sus creatividades","Servicios
Servicios de publicidad",Adjudicada,"884.297,52","Publicación PLACSP:
Adjudicación:10/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
521,"6A1/2020/33
Servicio de asistencia técnica de información, publicidad y comunicación de la Estrategia de Desarrollo Urbano Sostenible del Ayuntamiento de A Coruña (Eidus-Coruña), financiada al 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Plan Operativo Plurirregional de España - POPE (antes POCS)","Servicios
Servicios de publicidad",Resuelta,"87.603,31","Publicación PLACSP:
Adjudicación:30/12/2020
Formalización:05/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
522,"527/2020/61
Servicio de formación, coordinación y organización de la jornada y feria de ideas, realizados en el marco del programa INICIA de difusión de la cultura emprendedora.","Servicios
Otros servicios",Resuelta,"18.914,87","Publicación PLACSP:
Adjudicación:19/01/2021
Formalización:04/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
523,"831/2019/62
Servicio de mantenimiento de los equipos de respiración autónoma (ERA), botellas de aire comprimido de los ERA, equipos de buceo y compresores del SEIS","Servicios
Servicios de mantenimiento y reparación",Resuelta,"17.355,37","Publicación PLACSP:
Adjudicación:03/02/2021
Formalización:18/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
524,"211/2020/630
Procedimiento abierto simplificado abreviado para el suministro de dos cortinas divisorias con un sistema automático de elevación para su montaje en la instalación deportiva municipal del Frontón sito en la CD Riazor.","Suministros
Adquisición",Adjudicada,"24.793,39","Publicación PLACSP:
Adjudicación:02/02/2021",Junta de Gobierno del Ayuntamiento de A Coruña
525,"244/2020/626
Abierto simplificado abreviado para la contratación del Servicio de asistencia técnica para el desarrollo de un juego educativo de buenas prácticas en el consumo de internet y redes sociales","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"2.808,05","Publicación PLACSP:
Adjudicación:29/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
526,"236/2020/45
Servicio de organización y gestión de un programa educativo para cursar 1ª de bachillerato en los EEUU durante los cursos 2021/2022, 2022/2023, 2023/2024","Servicios
Servicios de educación y formación profesional",Resuelta,"650.000,00","Publicación PLACSP:
Renuncia:29/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
527,"237/2020/187
Procedimiento abierto simplificado de tramitación abreviada para contratar el suministro de biomasa combustible en forma de pellet para el sustento de la caldera de biomasa del Centro de Información a las Mujeres del Ayuntamiento de A Coruña.","Suministros
Adquisición",Adjudicada,"3.380,00","Publicación PLACSP:
Adjudicación:28/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
528,"861/2020/269
Contratación, por lotes, del suministro de dos vehículos sin distintivos: uno para la unidad de tráfico-disciplina vial y uno para la jefatura de la policía local","Suministros
Adquisición",Resuelta,"57.024,79","Publicación PLACSP:
Adjudicación:30/12/2020
Formalización:29/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
529,"108/2020/1080
Procedimiento simplificado abreviado para el suministro por lotes de equipos de protección individual y productos sanitarios para hacer frente a los riesgos y dar satisfacción a las necesidades derivadas de la protección a las personas, a consecuencia de la pandemia del covid-19 (coronavirus)","Suministros
Adquisición",Adjudicada,"34.954,50","Publicación PLACSP:
Adjudicación:27/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
530,"521/2020/244 Pasarelas
Mantenimiento, conservación y reparación de las pasarelas peatonales y puentes con acceso peatonal comprendidas dentro del término municipal del Ayuntamiento de A Coruña y que sean de titularidad municipal","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"289.256,20","Publicación PLACSP:
Adjudicación:27/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
531,"521/2020/210
Servicio de mantenimiento, conservación y reparación de los firmes y pavimentos de las calzadas comprendidas en el término municipal del Ayuntamiento de A Coruña que sean de titularidad municipal o de otras Administraciones Públicas cuando así venga establecido en el correspondiente convenio","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"1.652.891,09","Publicación PLACSP:
Adjudicación:27/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
532,"541/2020/809
Recuperación de caminos tradicionales para mejora de la movilidad peatonalen las áreas rurales y periurbanas del Ayuntamiento de A Coruña. Obras cofinanciadas en un 80% por el fondo europeo de desarrollo regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020","Obras
Otras construcciones especializadas",Resuelta,"178.471,65","Publicación PLACSP:
Adjudicación:30/12/2020
Formalización:22/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
533,"527/2020/28
Procedimiento abierto simplificado abreviado para contratar el servicio de mantenimiento del sistema de climatización necesarios para las instalaciones del Centro de Empresas ACCEDE Papagaio","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"1.013,57","Publicación PLACSP:
Adjudicación:21/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
534,"510/2020/1
Servicio de organización y desarrollo de un mercado quincenal de productos ecológicos y de proximidad","Servicios
Servicios de mantenimiento y reparación",Resuelta,"42.516,85","Publicación PLACSP:
Adjudicación:19/01/2021
Formalización:22/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
535,"541/2020/961
Obras de mejora de la accesibilidad de la ciudadanía y del uso de las playas del término municipal de A Coruña, cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020","Obras
Construcción",Resuelta,"147.684,70","Publicación PLACSP:
Adjudicación:30/12/2020
Formalización:21/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
536,"521/2019/349
Mejora de accesibilidad en el barrio de Os Castros mediante elementos electromecánicos","Obras
Otras construcciones especializadas",Resuelta,"402.239,50","Publicación PLACSP:
Adjudicación:30/12/2020
Formalización:20/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
537,"GEY/2020/29
Servicio de operación y mantenimiento del sistema de sonido instalado en el salón de plenos del Ayuntamiento de A Coruña y otros servicios de megafonía","Servicios
Servicios de telecomunicación",Adjudicada,"58.252,36","Publicación PLACSP:
Adjudicación:23/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
538,"851/2018/215
Obras comprendidas en el proyecto de conexión del carril bici de la carretera Baños de Arteixo con la avenda de la Sardiñeira y calle Cesuras.","Obras
Construcción",Resuelta,"173.341,43","Publicación PLACSP:
Adjudicación:04/12/2020
Formalización:18/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
539,"541/2019/820
Servicio de conservación y mantenimiento de la jardinería histórica y del arbolado singular de la ciudad de A Coruña","Servicios
Servicios de mantenimiento y reparación",Resuelta,"438.098,00","Publicación PLACSP:
Adjudicación:02/12/2020
Formalización:16/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
540,"6A3/2019/8
Obras comprendidas en el proyecto de “demolición parcial del edificio de viviendas situado en la Calle Santo Tomás, 49","Obras
Demolición de inmuebles y movimientos de tierras",Resuelta,"217.860,79","Publicación PLACSP:
Desistimiento:15/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
541,"851/2020/19
Suministro de carburante necesario para el funcionamiento de los vehículos oficiales que componen la flota del Parque Móvil Municipal","Suministros
Adquisición",Resuelta,"136.363,64","Publicación PLACSP:
Adjudicación:02/12/2020
Formalización:04/01/2021",Junta de Gobierno del Ayuntamiento de A Coruña
